id,lat,lon,x,y,diam
07-1-045685,-13.1492,63.2995,1919452.9201734501,-398727.79939722636,3110.98
08-1-029528,7.8004,155.643,4719617.230065897,236534.26264853557,4456.33
03-1-077589,-26.0583,-123.25999999999999,-3737656.1732806647,-790174.9623576144,4652.9800000000005
06-1-079600,38.6664,88.303,2677642.8125036713,1172494.7968403336,3208.1499999999996
07-1-015291,-4.43995,66.3939,2013285.4957259384,-134634.1597157025,3132.18
02-1-108018,30.9156,-122.34,-3709758.6908904472,937464.5723728358,4568.43
03-1-075812,-25.1962,-123.78,-3753424.315501223,-764033.2019569551,3621.5899999999997
02-1-164957,52.1468,-143.846,-4361892.665112206,1581265.689898038,3159.0099999999998
09-1-072914,-18.6614,168.038,5095475.158573231,-565876.1716052232,3217.45
07-1-042705,-12.413,62.4521,1893756.913024026,-376403.7488149675,3162.2599999999998
03-1-123719,-43.1635,-133.028,-4033854.6602237574,-1308861.936032776,3826.94
02-1-024569,6.40426,-179.424,-5440736.826502596,194198.62018736356,6623.0599999999995
07-1-217911,-55.8053,88.2604,2676351.037775603,-1692203.6674247892,4945.9400000000005
09-1-087811,-23.0859,169.168,5129740.54455252,-700041.8355568724,3252.62
02-1-142998,43.8571,-149.232,-4525214.230496676,1329894.2118869664,5828.85
02-1-150147,46.8286,-171.875,-5211825.854150692,1420000.0476723264,5548.54
08-1-205620,53.2188,133.239,4040252.8871632526,1613772.3215527264,3444.28
06-1-067397,32.9889,87.9588,2667205.515287679,1000333.9748072249,3979.04
06-1-043518,18.9641,78.9192,2393094.556793538,575055.0497786131,3319.96
04-1-095386,48.7087,-88.80200000000002,-2692774.164365323,1477010.97880477,3247.36
08-1-159094,38.871,160.69,4872659.17965658,1178698.9543371145,6805.71
06-1-042751,18.051,75.1194,2277871.8898518546,547366.7985063222,3976.67
08-1-091084,22.7725,163.319,4952379.2679216685,690538.4975339441,4828.7300000000005
06-1-063995,30.1494,68.5862,2079763.3768608014,914230.8212778524,3160.58
07-1-097014,-24.7695,76.0158,2305053.7411720622,-751094.2283309706,4889.5
08-1-120222,28.9239,152.244,4616548.161974214,877069.5553330573,3755.3399999999997
09-1-021997,-5.20233,124.352,3770769.271943836,-157752.07561206556,9525.880000000001
03-1-137927,-50.1999,-108.975,-3304487.11247169,-1522229.1589572616,3147.14
05-1-114069,-52.9376,-45.97500000000002,-1394116.0357502731,-1605245.3954134556,3079.8
04-1-019241,12.2332,-24.949000000000012,-756537.2697321058,370951.6104087054,4573.36
06-1-053948,25.9347,84.9552,2576126.2999537042,786426.9962451896,4501.35
06-1-039427,16.6751,88.5453,2684990.1603114433,505644.900657735,4765.76
07-1-141180,-37.8717,13.2962,403185.3319095764,-1148396.8302582619,3121.09
03-1-051428,-16.9162,-173.274,-5254248.221394077,-512955.86044499744,6708.96
06-2-004095,6.52579,76.8203,2329448.8765882906,197883.81696441045,3608.99
07-1-012830,-3.29522,74.4159,2256539.4128284655,-99922.11078466586,3150.17
02-2-000407,9.709,-121.50399999999999,-3684408.369935858,294409.4092680673,5177.120000000001
02-1-101620,27.7723,-134.435,-4076519.6142705358,842149.1849846067,3291.7000000000003
02-1-117753,33.9679,-129.296,-3920687.9164408306,1030020.5348724673,5778.23
06-2-002248,2.85082,78.7681,2388512.6985444487,86446.41385617382,3860.1899999999996
03-1-124146,-43.7393,-144.137,-4370716.760085634,-1326322.1212070014,3537.8599999999997
07-1-081193,-21.5259,65.177,1976385.010594791,-652737.4088951993,3037.03
07-1-193958,-49.1634,80.9065,2453356.15109145,-1490799.0062426308,3684.43
05-1-060349,-27.6533,-60.29899999999998,-1828467.7072257889,-838540.7062841329,3329.29
09-1-039145,-9.08002,124.383,3771709.295806985,-275336.62831828574,3456.12
08-1-167818,41.4392,167.927,5092109.26667615,1256575.3828964152,7106.93
07-1-008152,-1.65981,36.1658,1096668.2267697053,-50331.00026750755,5026.37
07-1-069733,-18.438,77.051,2336444.473531142,-559101.9351204681,4450.15
09-1-074599,-19.917,147.83,4482700.893202018,-603950.1703977853,3088.46
06-1-043516,19.1833,79.0517,2397112.4007247374,581701.9281915866,4788.67
08-1-174299,42.8058,147.165,4462535.865169958,1298015.2735860578,3997.83
02-1-098510,27.4567,-131.975,-4001924.1722271275,832579.1355907451,3996.4300000000003
05-1-119678,-55.2704,-25.773000000000025,-781523.7104816053,-1675983.7072829115,3492.4300000000003
07-1-105939,-28.6433,51.1192,1550105.4150021821,-868560.8232040409,4992.67
02-1-091218,24.7382,-133.352,-4043679.4257611814,750145.1074626946,3781.8
07-1-154641,-40.2153,72.2151,2189803.7832149975,-1219462.6343122986,3320.08
03-1-141514,-51.1278,-113.31299999999999,-3436029.8066116497,-1550366.19581583,3140.0800000000004
09-1-082288,-21.53,142.68,4326535.638517648,-652861.7346319384,3076.64
02-1-165455,52.6659,-164.811,-4997621.7067545,1597006.5411032143,3711.1200000000003
02-1-098157,27.5882,-141.67,-4295909.054589257,836566.6561715208,3498.3300000000004
02-1-058302,15.5551,-178.74,-5419995.654812478,471682.7481826876,3259.11
02-1-153577,47.3702,-111.09700000000001,-3368833.262071735,1436423.1742620459,3377.2400000000002
06-1-007002,2.88551,77.0421,2336174.5957123665,87498.33088238757,3083.67
08-1-027658,6.72696,132.103,4005805.5610814192,203983.9653692366,4835.9
02-1-069026,18.5397,-138.714,-4206273.2307354715,562185.8198586042,4875.45
08-1-205999,53.4311,120.351,3649445.5468968144,1620209.9688477735,3968.88
09-1-001605,-57.2923,146.924,4455227.937717739,-1737294.4895054991,7651.5
06-1-058060,27.6661,68.9465,2090688.8800186221,838928.845169562,6364.21
04-1-073450,33.0696,-84.73000000000002,-2569297.481438186,1002781.0691864537,3104.45
03-2-001331,-14.124,-134.188,-4069029.74671577,-428287.0013906873,3930.7
08-1-094934,23.5061,139.77,4238294.688783373,712783.7074051001,3596.23
06-1-105437,49.8155,11.929,361727.24720967916,1510572.8630542185,3306.59
08-1-189242,48.3814,139.338,4225195.00140014,1467086.1462109457,3860.71
08-1-141710,35.0892,157.074,4763009.944522856,1064022.107703066,4114.26
09-1-119813,-31.5746,125.747,3813070.345785525,-957447.6603023503,3318.42
02-1-141614,43.3847,-95.35700000000003,-2891543.726395623,1315569.461146598,5845.889999999999
06-1-006977,2.93652,74.9968,2274154.2470898535,89045.12498752344,3548.67
09-1-010191,-1.95839,135.73,4115788.3530698093,-59384.94623715011,3325.8
08-1-057063,15.5886,122.297,3708454.786822209,472698.5804218966,6964.87
03-1-123857,-43.7137,-137.238,-4161515.9655094263,-1325545.8434361434,3477.05
09-1-041510,-10.4102,179.691,5448833.161065845,-315672.14258548093,3408.9100000000003
02-1-000843,38.5459,-179.143,-5432215.965033411,1168840.8331142236,7357.26
08-1-101559,25.5187,163.477,4957170.357288685,773812.4824687433,3341.02
06-1-063408,29.9563,86.9993,2638110.260555708,908375.3823109491,7630.25
09-1-035572,-8.95508,141.815,4300305.940400759,-271548.0289162926,3230.6
08-1-215611,59.4361,129.506,3927055.8200299027,1802301.6881447912,3294.66
09-1-098974,-26.3509,153.411,4651935.511919197,-799047.5746917205,5013.35
02-1-090637,24.9264,-150.16,-4553354.299690286,755851.9620125196,5576.76
03-1-141823,-50.8962,-98.71199999999999,-2993278.5670686434,-1543343.3078575968,9449.18
06-1-006048,2.889,32.0316,971305.4314461864,87604.15937536785,4914.16
07-1-175475,-44.4387,87.9748,2667690.688894466,-1347530.2724936514,5396.09
08-1-070858,18.5014,161.753,4904892.901157451,561024.4355373593,5097.9400000000005
02-1-014900,3.94523,-140.521,-4261067.524951909,119632.59179386726,3109.95
05-1-107251,-49.6495,-54.18900000000002,-1643192.036134237,-1505539.1868838097,3202.89
07-1-020654,-5.75443,68.9456,2090661.5890032407,-174493.5973812385,3341.9900000000002
08-1-084979,22.3161,130.74,3964474.8344533034,676698.9204003622,3841.91
07-1-121052,-32.7079,29.5936,897377.1031121099,-991813.113338039,4136.04
09-1-163755,-46.2682,98.3896,2983502.318891898,-1403006.842094633,6203.509999999999
08-1-138900,34.4494,98.7729,2995125.2591094743,1044621.228101695,7057.5599999999995
08-1-096668,23.6425,113.291,3435362.6929023187,716919.8124029541,6289.18
03-1-034883,-12.0406,-130.872,-3968477.5167092914,-365111.33311701426,6041.65
02-1-138188,41.8006,-166.263,-5041651.211570365,1267534.2417397029,4180.83
03-1-068953,-23.1074,-128.579,-3898946.074186716,-700693.7875909917,7818.26
07-1-116600,-31.0844,26.7133,810036.7568854323,-942583.1539244321,3762.57
03-1-066831,-22.9863,-174.932,-5304524.336397316,-697021.6298546272,3374.76
03-2-000536,-3.86037,-106.071,-3216428.10283996,-117059.35227687393,6297.5599999999995
03-1-110399,-38.0631,-148.503,-4503108.508037469,-1154200.7195294441,5243.99
03-1-136940,-49.0939,-109.51400000000001,-3320831.398350307,-1488691.5333881523,4880.4400000000005
05-1-115393,-53.771,-5.163000000000011,-156559.4582398841,-1630516.8756569417,3301.98
07-1-030958,-8.46112,67.1587,2036476.7941303276,-256569.50674077965,4479.54
07-2-003354,-47.6566,6.14947,186472.53373279452,-1445107.7818235222,6098.16
06-1-066950,31.6937,82.0802,2488946.6674842746,961059.1713378665,3116.9500000000003
08-1-147829,37.7098,126.593,3838723.900244355,1143487.4798245921,3287.23
08-1-030193,7.31131,166.725,5055660.599466322,221703.41518958836,3230.33
07-1-017658,-3.81873,2.77732,84217.64759999885,-115796.68796521235,3211.42
08-1-194106,49.2268,108.886,3301788.33428394,1492721.5066595215,3452.62
08-1-081539,20.9716,177.014,5367657.551980397,635929.1757550932,3188.83
02-1-040954,10.929,-171.648,-5204942.4536044095,331403.8967855297,3388.9
06-1-011304,5.41302,70.6749,2143099.7588917217,164140.90231292963,3825.5699999999997
09-1-161666,-45.6353,169.987,5154575.368549898,-1383815.1936111888,7057.089999999999
03-1-089950,-31.0075,-129.809,-3936243.79520842,-940251.288276815,3825.7400000000002
08-1-022058,6.18383,158.429,4804098.084347579,187514.44405336832,5096.63
07-1-070661,-19.1625,86.2996,2616893.0122639304,-581071.2025027644,3913.94
09-1-092565,-23.4477,90.9819,2758876.0359549257,-711012.8237403298,3116.85
07-1-150933,-39.7984,12.2659,371943.18396757514,-1206820.8295204707,3950.04
05-1-027385,-12.4295,-40.091999999999985,-1215723.7652050005,-376904.084096966,4774.02
03-1-160057,-59.2245,-166.883,-5060451.688833338,-1795885.267195041,3305.0899999999997
02-1-155293,48.5166,-168.057,-5096051.302231289,1471185.8631882905,3186.01
09-1-119677,-31.5111,123.2,3735836.772255216,-955522.1275504166,5206.13
02-1-143225,43.2692,-156.387,-4742177.802781465,1312067.1141726086,3770.9
06-1-019435,8.67642,53.8167,1631902.6527713253,263098.12408709904,9285.27
06-1-039996,17.4877,73.0589,2215390.6263028947,530285.655212399,5340.92
09-1-133207,-35.8207,90.4548,2742892.5979463565,-1086203.6385383315,3423.1699999999996
02-1-064617,17.7323,-144.993,-4396673.548048706,537702.7467261459,7781.43
02-1-111561,32.0548,-133.688,-4053868.0715036956,972008.9331760268,3649.72
08-1-074815,19.4508,131.305,3981607.5274429475,589813.4244300467,3098.2
08-1-178503,44.1945,129.776,3935243.1246444234,1340125.3103200742,3267.7200000000003
04-1-077355,36.0793,-43.831999999999994,-1329133.09579132,1094045.2569580167,3369.37
02-1-087096,23.5728,-116.39599999999999,-3529516.6959693027,714806.2748783908,4387.83
08-1-077993,21.1255,120.973,3668306.6708606356,640595.9393853698,3871.76
04-1-010127,6.26125,-37.88799999999998,-1148891.1008701748,189862.07784320595,3153.88
05-1-075692,-35.4316,-51.88499999999999,-1573327.0367569956,-1074404.8228882947,3697.94
02-1-174762,56.687,-150.318,-4558145.389057302,1718939.7654937615,6114.21
02-1-066492,18.0128,-176.408,-5349281.601623362,546208.4465201198,4433.51
03-1-116729,-39.8602,-136.052,-4125552.4719063854,-1208694.812576683,4371.07
02-1-174446,57.0913,-135.59,-4111543.0840104287,1731199.4960702453,3444.4
09-1-056385,-14.2255,151.363,4589833.290250538,-431364.8214587385,4623.09
08-1-020421,5.19521,167.086,5066607.328969441,157536.17335704566,3007.1400000000003
09-1-176268,-52.1068,117.888,3574759.1348021342,-1580052.7558810723,3821.18
06-2-010349,28.4382,86.1622,2612726.5839156527,862341.5040320478,3846.19
06-1-065248,30.6577,6.95798,210989.26578422362,929644.1802984475,5377.29
05-1-075839,-35.3633,-46.504999999999995,-1410187.4114750715,-1072333.7380543253,3284.81
02-1-077947,20.2042,-106.995,-3244446.878631874,612659.036639601,5936.68
02-1-144549,44.6239,-165.774,-5026823.093212957,1353146.156992204,3657.94
07-1-144471,-37.5865,69.5226,2108158.162197975,-1139748.6107172945,3727.09
04-1-010620,7.10654,-20.96199999999999,-635638.071591021,215494.10272323526,3368.8799999999997
03-1-114262,-39.4937,-162.162,-4917295.151480928,-1197581.3046462324,9063.72
03-1-102055,-34.5824,-105.304,-3193170.093064637,-1048654.233708107,3823.3799999999997
02-1-175735,57.5433,-167.776,-5087530.440762104,1744905.650461961,3385.8
06-1-126936,19.6328,89.6003,2716981.2950089206,595332.274207242,3833.52
07-2-003081,-42.6911,39.1865,1188265.9713959338,-1294537.1852924079,3719.5
08-1-158387,38.4884,146.228,4434122.885822531,1167097.240464835,3845.7200000000003
02-1-078527,19.9111,-92.59500000000003,-2807790.632524122,603771.2626302828,3711.54
04-2-014458,36.4018,-85.85399999999998,-2603380.927314929,1103824.5374698045,4045.11
05-1-114296,-52.5143,-37.033000000000015,-1122964.6362575283,-1592409.521178913,8712.619999999999
03-1-084715,-28.4744,-141.976,-4305187.999819047,-863439.209317402,4572.84
05-1-072938,-33.5819,-4.329000000000008,-131269.78398614333,-1018315.7216087454,3030.43
08-1-143831,36.3153,151.549,4595473.43342943,1101201.5676581156,3469.56
09-1-101698,-27.5869,91.2827,2767997.29976251,-836527.2358159694,3128.4900000000002
02-1-155290,48.6474,-167.71,-5085529.099634109,1475152.1574237696,6767.95
05-3-031492,-4.10634,-67.207,-2037941.411955814,-124517.98678070199,3069.38
08-1-117976,29.6701,120.511,3654297.282964678,899696.8394195575,3403.18
09-1-016970,-3.38458,174.664,5296397.6784836445,-102631.80537856785,3653.68
02-1-099908,27.3029,-97.40800000000002,-2953736.918115553,827915.4042955108,5600.17
08-1-186706,46.3534,108.195,3280834.899140853,1405590.3915507705,3564.25
09-1-052847,-12.8567,96.3006,2920156.8398558497,-389858.2193981626,6460.07
07-1-055793,-15.0398,26.4768,802865.284510121,-456057.1257091234,3591.96
05-1-001663,-55.8968,-84.73000000000002,-2569297.481438186,-1694978.2539885987,9917.17
07-1-055966,-14.8008,23.1979,703438.0508043773,-448809.84495775163,3497.89
09-1-166726,-46.2895,167.053,5065606.658405443,-1403652.7294586673,3899.62
07-1-170224,-43.1594,0.0491651,1490.8505559383518,-1308737.610296037,3396.67
09-1-081820,-21.4746,147.928,4485672.581543584,-651181.8210184404,3443.13
09-1-021312,-5.0389,108.675,3295390.107344445,-152796.33045224682,7523.139999999999
02-1-037192,9.89223,-97.106,-2944579.2662874595,299965.5567662842,8990.880000000001
03-1-077880,-27.2595,-130.539,-3958379.8410180486,-826599.3708871028,5391.04
02-1-139048,42.3836,-169.376,-5136047.801440743,1285212.755036982,3657.61
02-1-003434,0.373375,-157.931,-4788997.055836352,11321.980964616814,5072.2699999999995
03-1-116654,-40.3278,-137.81,-4178860.92195204,-1222874.0112350157,6814.63
06-1-084296,41.5433,80.2307,2432863.63087481,1259732.0436755691,3082.65
07-1-109642,-29.4503,35.7583,1084311.4614718643,-893031.7669963294,7512.349999999999
08-1-101061,24.5024,156.095,4733323.384457613,742994.8614326803,4719.179999999999
09-1-056503,-13.8029,154.292,4678650.383642872,-418550.1735694929,5469.42
02-1-010674,3.16265,-161.087,-4884697.549774967,95902.14421893637,7411.79
02-1-086761,23.9281,-108.876,-3301485.100779699,725580.1612840912,3131.92
07-1-049844,-13.8703,37.733,1144190.9815544323,-420593.96738808055,3049.03
05-1-056933,-26.2987,-83.976,-2546433.675218377,-797464.69579958,3519.38
07-1-123394,-33.1686,29.1921,885202.2779168141,-1005783.0808784444,3538.81
03-1-123683,-43.3254,-131.521,-3988157.371134564,-1313771.286466446,5624.97
09-1-185341,-55.4276,144.189,4372293.574307689,-1680750.5379695878,6135.84
09-1-133061,-34.4135,91.8033,2783783.635993322,-1043532.6198214681,4330.59
05-1-036986,-15.7051,-63.327999999999975,-1920317.1356605375,-476231.25074631005,3265.79
08-1-153152,37.6266,140.544,4261764.962011665,1140964.577069303,3966.7400000000002
07-1-130327,-35.7174,5.03638,152719.915609178,-1083071.2364395165,4565.03
02-1-034822,9.79181,-150.139,-4552717.509331379,296920.48591669113,8808.79
09-1-107897,-27.7748,135.619,4112422.4611727283,-842224.993360667,5340.9800000000005
02-1-126448,37.3825,-132.825,-4027699.0200876542,1133562.647230768,4726.009999999999
03-1-157415,-58.5932,-117.863,-3574001.0510415304,-1776742.1360722755,3146.62
09-1-131366,-35.0109,131.157,3977119.6715801735,-1061647.789364855,5280.44
02-1-049430,13.3267,-174.279,-5284723.188570347,404110.1940975129,3026.9300000000003
07-1-159207,-41.3196,27.6286,837791.7195286563,-1252948.710185687,3599.86
05-1-001493,-52.8895,-83.10500000000002,-2520022.0369989434,-1603786.842258054,7498.65
07-1-038293,-10.5117,72.439,2196593.1813749643,-318749.9626535321,3082.03
07-1-003966,-0.686769,33.4813,1015265.192556076,-20825.137047442713,3197.0499999999997
02-1-149475,45.5226,-168.837,-5119703.515562126,1380397.7520183872,4896.78
09-1-173010,-49.6218,168.47,5108574.845956463,-1504699.2300770609,7407.41
02-1-111140,31.6587,-144.621,-4385393.261690923,959997.8540730212,8865.08
03-1-141292,-51.7395,-126.088,-3823410.6082801595,-1568914.9892702822,3045.96
02-1-034410,10.4256,-158.998,-4821352.070738919,316139.1221820128,3348.2400000000002
07-1-039911,-10.6907,19.0385,577311.1070501698,-324177.8423794549,4748.389999999999
08-1-063169,17.3986,170.487,5169737.043761972,527583.844689607,5693.37
06-2-003717,5.221,73.3529,2224305.6913275947,158318.21256448445,3435.25
03-1-060663,-20.196,-152.589,-4627009.717870545,-612410.3851661229,7281.589999999999
02-1-137465,41.3635,-147.498,-4472633.5408612,1254279.905269307,3673.98
09-1-005426,-0.6818,152.172,4614364.880743675,-20674.460319185117,4340.830000000001
06-1-011810,6.13959,89.4103,2711219.858428333,186172.9390306039,3319.42
02-1-149479,45.8344,-168.886,-5121189.359732909,1389852.5726806372,4834.21
07-1-101876,-26.8276,19.7164,597867.3063027008,-813502.7158389126,3451.75
06-1-073568,36.0453,22.7995,691357.227995396,1093014.2630435952,6873.79
07-1-060532,-16.6666,71.0332,2153964.615348695,-505387.1521791298,3001.42
09-1-079173,-20.854,152.703,4630466.579818898,-632363.1497452132,6860.1900000000005
05-1-094651,-44.4062,-48.96600000000001,-1484813.176868904,-1346544.7636048666,4328.2699999999995
09-1-070371,-18.3901,110.837,3360949.1909614564,-557649.4466351514,4555.33
03-1-014103,-4.29203,-177.22,-5373904.162167771,-130148.72972096229,4403.11
08-1-036722,9.93301,128.91,3908983.1031771093,301202.14299658104,4229.429999999999
09-1-185898,-56.2033,169.135,5128739.873988522,-1704272.3608936004,3523.0899999999997
08-1-012515,2.5124,163.386,4954410.932400087,76184.38560563316,8684.53
06-1-039512,17.4946,89.8518,2724607.6176405945,530494.8863303255,3692.5699999999997
06-2-010518,28.3367,59.9878,1819031.0805737942,859263.6839639966,3703.62
08-1-172196,42.3171,97.0552,2943038.8400859125,1283196.252233776,4285.84
02-2-001186,36.7628,-105.00999999999999,-3184255.028039937,1114771.2669729225,3032.7000000000003
09-1-133350,-36.2198,94.1347,2854479.495172184,-1098305.6876926094,3539.56
06-1-112905,53.0252,64.8385,1966120.556476216,1607901.720910611,3058.1800000000003
07-1-164594,-43.1961,72.843,2208843.814946321,-1309850.4772566035,6266.38
03-1-138882,-50.2945,-150.255,-4556235.01798058,-1525097.7479073862,3888.79
07-1-183022,-46.5683,55.3667,1678903.8459287572,-1412106.8795569201,7014.11
05-1-018622,-6.98406,-38.101,-1155349.9745105193,-211780.09876328544,3783.71
07-1-177640,-45.8146,46.964,1424105.8293197562,-1389252.1703422389,3608.97
08-1-063479,16.6705,165.722,5025246.278990901,505505.413245784,8736.86
03-2-001702,-26.4294,-168.716,-5116034.390160804,-801427.9577000163,3267.56
08-1-018010,5.57935,108.785,3298725.6758911014,169184.5851889784,3048.5099999999998
03-1-007207,-3.15922,-174.16,-5281114.709869874,-95798.13512698152,4290.77
03-1-138730,-50.052,-145.115,-4400372.9968004525,-1517744.33542953,4317.24
07-1-021596,-4.57581,85.3033,2586681.85823635,-138753.89010432744,3203.51
07-1-224212,-57.9204,83.9174,2544656.726883522,-1756340.5859069077,3431.13
08-1-173617,43.4628,126.759,3843757.576414764,1317937.7148147242,4989.6900000000005
06-2-002711,3.97252,64.9521,1969565.2890843996,120460.11602694228,4896.5199999999995
08-1-042184,10.423,131.381,3983912.1020751833,316060.28147091006,3953.08
05-2-013301,-38.8386,-49.87299999999999,-1512316.4557036068,-1177716.477783372,4540.54
09-1-152091,-40.9513,106.26,3222159.216070124,-1241780.6202244728,3886.21
07-1-156439,-41.298,73.512,2229130.136380077,-1252293.7258165253,6045.49
09-1-037087,-8.01011,98.8698,2998063.5917655746,-242893.37246598396,3385.2799999999997
02-1-054889,15.313,-94.245,-2857824.160723968,464341.465045001,3859.51
09-1-032151,-7.65531,142.087,4308553.891716127,-232134.6477354958,4549.33
09-1-074660,-19.6873,147.435,4470723.169784479,-596984.8968053581,9695.18
02-1-075137,20.3553,-171.389,-5197088.705844556,617240.89488869,4945.63
08-1-209513,55.5819,155.977,4729745.229107564,1685429.4309400339,3260.16
08-1-187878,47.7603,102.743,3115511.99262839,1448252.3132625066,6777.53
05-2-014613,-55.6823,-56.24400000000003,-1705506.5212558643,-1688473.8953226188,3482.9900000000002
09-1-098498,-26.6004,162.824,4937369.209461715,-806613.2506225458,4192.68
03-1-014608,-5.09568,-168.27,-5102510.175871634,-154518.09028933002,3515.2999999999997
06-1-000966,10.1168,69.9491,2121091.0711538745,306775.27157103544,9262.08
04-1-012069,8.1381,-15.670000000000016,-475166.9011464229,246774.45808677087,3103.86
09-1-131654,-35.2761,126.677,3841271.061679984,-1069689.5418973395,6337.030000000001
02-1-171816,55.548,-146.823,-4452165.279324899,1684401.4693606554,5355.990000000001
07-1-128871,-35.2047,29.7916,903381.1264960917,-1067524.4546770554,3907.7999999999997
02-1-101628,28.4761,-134.34,-4073638.8959802417,863490.759013123,4701.75
08-1-170004,42.364,147.535,4473755.504826894,1284618.4173686686,3969.21
02-1-089137,23.8151,-175.551,-5323294.490309865,722153.6226861624,3132.6
09-1-160706,-44.4485,151.602,4597080.57100191,-1347827.4413278084,7428.82
06-1-018475,8.37105,80.7722,2449283.7251294865,253838.28256807654,4316.900000000001
08-1-171178,42.2039,121.621,3687956.201935484,1279763.6489657622,3746.5899999999997
05-1-079777,-36.599,-79.548,-2412161.879540243,-1109804.3021734469,6621.75
05-1-039432,-16.9701,-26.845000000000027,-814030.3421362936,-514590.28903285903,4192.040000000001
02-1-065928,17.358,-170.265,-5163005.259967811,526352.7166623867,3197.8900000000003
02-1-023387,5.6418,-152.426,-4622067.011751409,171078.27842296654,3999.8900000000003
07-1-186701,-47.8635,53.1904,1612911.1384006804,-1451381.6830262789,3113.0
05-2-011189,-27.6153,-60.649,-1839080.8798742418,-837388.4189680152,3525.9100000000003
08-1-217046,59.7421,165.945,5032008.386135486,1811580.6333745809,7021.01
07-1-221953,-56.689,25.4092,770492.0755972989,-1719000.4121946099,3621.9100000000003
09-1-009545,-2.01866,144.366,4377660.807332764,-61212.534567213595,3424.61
08-1-187837,47.9928,101.135,3066752.0451463577,1455302.4922361213,3634.69
07-1-125055,-33.429,63.832,1935600.10427431,-1013679.2813288932,4879.49
03-1-134494,-48.5721,-165.802,-5027672.147024832,-1472868.809136831,3029.69
08-1-216608,58.7071,166.762,5056782.5634320155,1780195.9656855857,7380.5199999999995
05-2-014073,-44.6115,-42.31200000000001,-1283041.6031466133,-1352770.1474469446,5656.37
07-1-216011,-56.1671,45.1606,1369420.699164845,-1703174.6556082463,4373.95
07-1-020143,-5.52162,56.6846,1718866.989452744,-167434.01816899228,3396.7000000000003
07-1-178443,-46.1104,32.6652,990518.3062749276,-1398221.8173977023,3307.7200000000003
08-1-175513,43.8762,167.71,5085529.099634109,1330473.3878800673,4716.04
08-1-058928,15.973,108.774,3298392.1190364356,484354.87632493966,4887.08
02-1-164549,52.6483,-128.121,-3885057.979692456,1596472.8501357492,8200.44
02-1-012458,2.86218,-127.21100000000001,-3857463.73080648,86790.88711699216,3357.49
02-1-137875,41.1526,-157.147,-4765223.549103818,1247884.710664854,3009.04
06-1-071388,34.5915,75.9156,2302015.3414595625,1048930.1761969668,5159.06
06-1-056055,27.1015,4.21564,127832.32898206152,821808.2815200873,3020.12
08-1-055479,15.3713,158.265,4799125.054878017,466109.31637472886,4821.42
08-1-001501,12.4804,91.6415,2778877.3178946944,378447.54263355513,8684.4
03-1-142411,-52.6884,-107.856,-3270555.283347066,-1597688.8164877575,3636.17
02-1-064161,17.3478,-129.635,-3930967.532234618,526043.4184880604,5600.07
02-1-163419,51.5192,-98.11599999999999,-2975205.85021585,1562234.755171842,3000.6400000000003
03-1-082301,-26.6419,-121.74700000000001,-3691776.944088927,-807871.669665148,5550.32
06-1-025211,10.2177,52.0141,1577241.7812967536,309834.8976288322,3672.6299999999997
08-1-114657,28.2803,135.96,4122762.723667364,857553.4470000745,4343.47
09-1-102462,-26.844,102.557,3109871.8494494986,-814000.0187858688,3728.1
07-1-087909,-22.9374,82.6204,2505327.3413834,-695538.8180188863,5169.71
09-1-149852,-41.3215,171.185,5190902.742358029,-1253006.324551493,6275.839999999999
06-1-052937,24.5136,56.4721,1712423.2774876119,743334.4829574308,3790.29
05-1-068694,-31.7063,-9.809000000000026,-297441.74431048305,-961441.2455532107,4951.08
02-1-126678,37.1689,-138.997,-4214854.738905506,1127085.5795801696,5520.88
07-1-001892,-44.3679,1.8609,56428.72280429977,-1345383.3792836217,6877.67
09-1-160934,-44.258,155.299,4709185.99751999,-1342050.8430720079,3410.75
08-1-015876,4.02639,126.694,3841786.5586371943,122093.63491429124,3667.85
09-1-016247,-2.7882,166.925,5061725.269551153,-84547.56565261359,6693.83
07-1-195732,-50.0905,53.1086,1610430.6883359852,-1518911.7844208595,3323.74
03-1-012893,-3.56413,-157.332,-4770833.368932286,-108076.3629472239,6730.179999999999
09-1-140833,-38.0224,129.828,3936819.938866479,-1152966.5591671811,5000.63
03-1-138164,-49.9116,-114.93799999999999,-3485305.2510508923,-1513486.9370299794,3553.95
08-1-122044,30.4818,175.736,5328904.310138333,924310.3029588396,5397.02
07-2-002517,-33.24,10.1973,309216.30128017947,-1007948.1680987288,3560.18
09-1-026513,-5.80148,141.761,4298668.479477854,-175920.31101869472,3090.06
09-1-009043,-2.22318,150.547,4565089.436304431,-67414.26619596065,3549.78
09-1-011965,-1.67798,100.336,3042523.6881574625,-50881.97554471435,5595.25
06-1-022408,9.64046,30.9881,939663.0152785865,292331.0468299961,8693.92
07-1-030323,-8.13142,74.926,2272007.3538798243,-246571.8981059376,3270.7999999999997
08-1-187874,48.364,101.856,3088615.1808021693,1466558.5199135654,6904.91
08-1-060184,16.5245,129.973,3941216.824677981,501078.2040838581,4322.78
07-1-036551,-10.0673,80.6964,2446985.215167336,-305274.26572504005,4261.75
02-1-133072,38.9913,-177.89,-5394220.80695195,1182346.8533931398,4277.02
09-1-039076,-9.34744,123.542,3746207.358100275,-283445.69868871185,3783.13
07-1-127380,-35.6001,67.2931,2040552.2524273333,-1079514.307434764,3233.97
